type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,26,148,A patient or personal health representative may enter or edit their own demographic information including their security question or answer according to data format 6.1.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;enter;demographic information,personal health representative;enter;demographic information,patient;edit;demographic information,personal health representative;edit;demographic information,patient;enter;security question,personal health representative;enter;security question,patient;edit;security question,personal health representative;edit;security question,patient;enter;answer,personal health representative;enter;answer,patient;edit;answer,personal health representative;edit;answer,,,,,,,,,,,,,,,,,,,,
normal,29,41,149,"When answer to the security question is typed in, the answer should not appear on the screen (similar to how a password normally appears) and the answer should be confirmed (by the patient or personal health representative) before it is saved.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,representative;save;answer,patient;save;answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,17,32,150,HCP must enter the MID of a patient and then enter or edit demographic information with the exception of the patient's security question or password according to data format 6.1.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;enter;mid,hcp;enter;demographic information,hcp;edit;demographic information,hcp;enter;patient,hcp;enter;security question;NEG-exception,hcp;enter;password;NEG-exception,hcp;edit;security question;NEG-exception,hcp;edit;password;NEG-exception,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,16,151,An HCP may enter or edit their own demographic information according to data format 6.2.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;enter;demographic information,hcp;edit;demographic information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,17,152,An HCP may upload a photo of the patient as part of the patient's demographic records.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;upload;photo,hcp;upload;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,6,153,3.2.4.4 Alternative Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,25,40,154,"The system prompts the patient or HCP to correct the format of a required data field because the input of that data field does not match that specified in data format 6.1 or data format 6.2, as appropriate.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,18,155,The system shall display a default placeholder image for patients who do not have a photograph on file.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;display;placeholder image,system;display;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,156,3.2.4.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,8,157,3.2.5 UC5 Log Transaction Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,158,3.2.5.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,159,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,160,3.2.5.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,11,161,"Any event which creates, views, edits, or deletes information is logged .",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,10,162,"Login failures, valid authentication, and log outs are also logged .",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,15,163,Individual audit codes related to specific use cases are presented within each Use Case description.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,11,164,Note: The subflow and transaction values are based on Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,26,165,"For example, any in the range of 100-199 are for use case one, any in the range of 200-299 are in use case two.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,17,166,The values from range 1-99 are logging events which do not exist in any use case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,11,167,Miscellaneous transaction codes 1-99 are presented in 5.5 below.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,6,168,3.2.5.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,16,169,"For Login Failures, the IP Address of the machine, transaction type = 1, and timestamp are recorded.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,30,43,170,"For creating, viewing, modifying, or deleting information, the following information is recorded: the MID of the logged in user, any appropriate secondary MID of the user whose information is being accessed, a transaction type corresponding to the given action, and the current timestamp.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,6,171,3.2.5.4 Alternative Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,172,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,173,3.2.5.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,5,16,174,3.2.6 UC6 View HCP; Designate or Undesignate Designated Licensed Health Care Professional Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,3,175,6.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,176,The patient has authenticated himself or herself in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,4,177,6.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,18,24,178,The patient chooses to view all LHCPs the patient has ever had an office visit with and those whom he or she had designated .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;lhcp,patient;view;office visit,patient;designate;lhcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,21,35,179,The patient can also add a LHCP to their provider list by searching for the name possibly and possibly specialty of a LHCP  and then selecting to add the HCP to their list of providers.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;add;lhcp,patient;search;name,patient;search;specialty,patient;add;provider list,patient;search;lhcp,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,4,180,6.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,181,"The LHCP's name, specialty, address, date of office visit, and whether or not the LHCP is a DLHCP for this patient is indicated.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;indicate;name,patient;indicate;specialty,patient;indicate;address,patient;indicate;date,patient;indicate;lhcp,patient;indicate;dlhcp,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,15,182,The list is sorted by the date of the last office visit (most recent first).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;sort;date,;sort;list,;sort;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,18,183,The patients can choose to toggle between designating or undesignating any LHCP as being a DLHCP for themselves.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;designate;lhcp,patient;undesignate;lhcp,patient;toggle;themselves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,16,184,"The patient types a last name or partial last name, possibly and possibly providing the specialty.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;type;name,patient;provide;specialty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,25,185,"The patient may optionally enter a zip code (match on first three numbers of zip code), in addition to the name possibly and possibly specialty.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;enter;specialty,patient;enter;name,patient;enter;zip code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,9,186,"The LHCP's name, specialty, and address are provided.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;provide;name,;provide;specialty,;provide;address,;provide;lhcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,6,187,3.2.6.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,188,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,189,3.2.6.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,2,6,190,3.2.6.6 Reference document.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,9,22,191,"Office of the National Coordinator for Health Information Technology (ONC) Consumer Empowerment: Consumer Access to Clinical Information Prototype Use Case , Scenario 2.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,9,192,3.2.8 UC8 View Access Log Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,193,3.2.8.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,13,194,A patient is a registered user of the iTrust Medical Records system (UC1).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,195,The patient has authenticated himself or herself in the iTrust Medical Records system(UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,196,3.2.8.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,23,197,The patient chooses to view his or her access log or that for a person for whom they are a personal health representative.,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,patient;view;access log,patient;view;personal representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,23,198,The patient then chooses the beginning and end date for the period of time they would like to view their access log for .,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,they;view;access log,patient;choose;date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,31,48,199,"The resulting list should include the following for each access: name of non-DLHCP accessor (with a link to contact information if the viewer is an LHCP), role of non-DLHCP accessor relative to the patient, date and time of access, transaction Type (See Data Format 6.3).",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;include;name,;include;access,;include;role,;include;date,;include;time,;include;type,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,6,200,3.2.8.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,16,201,"By default, the patient is presented with a list sorted by dates, most recent access first.",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,patient;present sort;date,patient;present;list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,34,52,202,"The patient may choose to view the list sorted by the role of the accessor relative to the patient (personal health representative, LHCP, UAP, Emergency Responder; any order is fine as long as the list is sorted by role) as well as by date for each role type, most recent access first.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,patient;view;list,patient;sort;role,patient;sort;date,patient;sort;role,patient;sort;list,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,6,203,3.2.8.4 Alternative Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,204,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,205,3.2.8.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,4,8,206,3.2.9 UC9 View records Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,207,3.2.9.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,13,208,A patient is a registered user of the iTrust Medical Records system (UC1).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,15,209,The iTrust user has authenticated himself or herself in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,210,3.2.9.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,211,A patient or personal health representative chooses to view medical records  including family history .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;medical record,personal health representative;view;medical record,patient;view;family history,personal health representative;view;family history,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,6,212,3.2.9.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,27,49,213,"The patient or personal health representative can see patient personal health information (including historical values), immunizations, and office visit information (date, diagnoses, medication, name of attending physician but not notes, laboratory procedures) for (a) their own records and (b) the records for whom the user is a personal representative.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;see;personal health information,personal health representative;see;personal health information,patient;see;medication,patient;see;date,personal health representative;see;medication,personal health representative;see;date,patient;see;immunization,personal health representative;see;immunization,patient;see;office visit information,personal health representative;see;office visit information,,,,,,,,,,,,,,,,,,,,,,
normal,37,61,214,"If a patient or personal health representative has not taken an office visit satisfaction survey for an office visit yet, the patient may choose to take the survey for an office visit (if the survey has already been taken, the patient or personal health representative will not have the ability to take the survey or view their previously submitted survey) (UC24).",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,patient;take;survey,patient;choose take;office visit satisfaction survey,patient;choose take;office visit,personal health representative;choose take;office visit satisfaction survey,personal health representative;choose take;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,28,215,"The patient or personal health representative can see an abbreviated health history of their siblings, parents, and both sets of grandparents for which MIDs are available in iTrust.",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,patient;see;abbreviated health history,personal health representative;see;abbreviated health history,patient;see;sibling,patient;see;parent,patient;see;grandparent,personal health representative;see;sibling,personal health representative;see;parent,personal health representative;see;grandparent,,,,,,,,,,,,,,,,,,,,,,,,
normal,41,68,216,"They can see diagnoses related to the following : high blood pressure (Systolic blood pressure over 240 mmHg possibly and possibly a diastolic blood pressure over 120 mmHg); high cholesterol (HDL (""good"") cholesterol levels under 35 mg or dL (milligrams per deciliter) possibly and possibly a triglyceride level over 250 mg or dL);diabetes; cancer; heart disease; smoking; and the cause of death if the family member is deceased.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,they;see;diagnosis,they;see;high blood pressure,they;see;high cholesterol,they;see;diabetes,they;see;cancer,they;see;heart disease,they;see;smoking,they;see;cause,they;see;decease,they;see;family member,,,,,,,,,,,,,,,,,,,,,,
title,1,6,217,3.2.9.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,218,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,5,219,3.2.9.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,2,6,220,3.2.9.6 Reference document.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,21,221,The inclusion of the ER role was inspired by Department of Health and Human Services USA Personalized Health Care Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,7,222,3.2.9.7 Sub-flow Traces.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,1,8,223,http://localhost:8080/iTrust/auth/patient/viewMyRecords.jsp,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,2,2,224,No links.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,3,225,Implemented by ViewMyRecordsAction.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,12,226,3.2.10 UC10 Enter or edit personal health records Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,227,3.2.10.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,13,228,An HCP is a registered user of the iTrust Medical Records system (UC2).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,229,The HCP has authenticated himself or herself in the iTrust Medical Records system(UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,230,3.2.10.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,10,231,An HCP chooses to enter or edit personal health information.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;personal health information,hcp;edit;personal health information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,4,6,232,The information is view or editied .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;view;information,;edity;information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,233,3.2.10.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,234,The health care personnel enters a MID  of a patient and confirms their selection .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,health care personnel;enter;patient,health care personnel;enter;mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,33,66,235,"The health care personnel may enter or edit personal health information including editing historical values from Data Format 6.4.1, 6.4.2, 6.4.3, and 6.4.4, immunizations, and office visit information (date, diagnoses, medication, name of attending physician but not notes, laboratory procedures), family history (the MIDs of the patient's mother and father), Body Mass Index (BMI) , and drug allergies .",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,health care personnel;enter;personal health information,health care personnel;edit;personal health information,health care personnel;enter;editing historical value,health care personnel;enter;visit,health care personnel;enter;medication,health care personnel;enter;physician,health care personnel;enter;laboratory procedure,health care personnel;enter;family history,health care personnel;enter;mass index,health care personnel;enter;drug allergy,health care personnel;edit;editing historical value,health care personnel;edit;visit,health care personnel;edit;medication,health care personnel;edit;physician,health care personnel;edit;laboratory procedure,health care personnel;edit;family history,health care personnel;edit;mass index,health care personnel;edit;drug allergy,health care personnel;enter;immunization,health care personnel;edit;immunization,health care personnel;enter;date,health care personnel;edit;date,health care personnel;enter;diagnosis,health care personnel;edit;diagnosis,health care personnel;enter;note;NEG-note,health care personnel;edit;note;NEG-note,health care personnel;enter;mid,health care personnel;edit;mid,,,,
normal,10,14,236,"The HCP can indicate the patient has passed away, providing an appropriate diagnosis code.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;indicate;patient have pass away,hcp;provide;diagnosis code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,16,237,The HCP can graph height or weight of the patient over the last 3 calendar years .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;graph;height,hcp;graph;weight,hcp;graph;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,13,238,The HCP can choose to graph the height or weight of the patient.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;graph;height,hcp;graph;weight,hcp;graph;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,22,37,239,"The HCP is presented with a  chart giving the chosen measurements (either height or weight) of the patient spanning the last 3 calendar years of data, averaged by quarters (January-March, April-June, July-September, October-December) .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;present;chart,hcp;present;height,hcp;present;weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,25,44,240,"For each entry in the patient's basic health information history, the HCP is presented with an automatically-calculated value of BMI (in the format of digits XXXX) calculated based on the formula (weight in pounds * 703) or (height in inches * height in inches).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;present;automatically-calculated value,hcp;present;basic health information history,hcp;present;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,24,241,The HCP can select a medication from a pull down list and add it to the list of medications the patient is allergic to.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;select;medication,hcp;add;list,hcp;add;medication,hcp;add;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
